EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IDEMP,IDEXP,IDREN,IDSAT
RM221,36,36-45,No,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,1,304,4,Male,62,3,2,Laboratory Technician,2,Single,5914,5k-10k,9945,8,Y,No,16,3,4,80,0,16,3,4,13,11,3,7,EMP747,EXP747,REN747,SAT747
RM270,36,36-45,No,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,1,373,4,Male,47,3,1,Laboratory Technician,4,Married,3210,Upto 5k,20251,0,Y,No,11,3,3,80,1,16,4,3,15,13,10,11,EMP748,EXP748,REN748,SAT748
RM292,36,36-45,No,Travel_Rarely,506,Research & Development,3,3,Technical Degree,1,397,3,Male,30,3,2,Research Scientist,2,Single,4485,Upto 5k,26285,4,Y,No,12,3,4,80,0,10,2,3,8,0,7,7,EMP749,EXP749,REN749,SAT749
RM299,36,36-45,No,Travel_Frequently,566,Research & Development,18,4,Life Sciences,1,407,3,Male,81,4,1,Laboratory Technician,4,Married,3688,Upto 5k,7122,4,Y,No,18,3,4,80,2,4,2,3,1,0,0,0,EMP750,EXP750,REN750,SAT750
RM306,36,36-45,No,Non-Travel,1105,Research & Development,24,4,Life Sciences,1,419,2,Female,47,3,2,Laboratory Technician,2,Married,5674,5k-10k,6927,7,Y,No,15,3,3,80,1,11,3,3,9,8,0,8,EMP751,EXP751,REN751,SAT751
RM359,36,36-45,No,Non-Travel,845,Sales,1,5,Medical,1,479,4,Female,45,3,2,Sales Executive,4,Single,6653,5k-10k,15276,4,Y,No,15,3,2,80,0,7,6,3,1,0,0,0,EMP752,EXP752,REN752,SAT752
RM360,36,36-45,No,Travel_Frequently,541,Sales,3,4,Medical,1,481,1,Male,48,2,3,Sales Executive,4,Married,9699,5k-10k,7246,4,Y,No,11,3,1,80,1,16,2,3,13,9,1,1,EMP753,EXP753,REN753,SAT753
RM378,36,36-45,No,Travel_Rarely,329,Research & Development,2,3,Life Sciences,1,501,4,Female,96,3,1,Research Scientist,3,Married,2543,Upto 5k,11868,4,Y,No,13,3,2,80,1,6,3,3,2,2,2,2,EMP754,EXP754,REN754,SAT754
RM385,36,36-45,No,Travel_Rarely,164,Sales,2,2,Medical,1,513,2,Male,61,2,3,Sales Executive,3,Married,7596,5k-10k,3809,1,Y,No,13,3,2,80,2,10,2,3,10,9,9,0,EMP755,EXP755,REN755,SAT755
RM443,36,36-45,No,Non-Travel,635,Sales,10,4,Medical,1,592,2,Male,32,3,3,Sales Executive,4,Single,9980,5k-10k,15318,1,Y,No,14,3,4,80,0,10,3,2,10,3,9,7,EMP756,EXP756,REN756,SAT756
RM512,36,36-45,No,Travel_Rarely,913,Research & Development,9,2,Medical,1,699,2,Male,48,2,2,Manufacturing Director,2,Divorced,8847,5k-10k,13934,2,Y,Yes,11,3,3,80,1,13,2,3,3,2,0,2,EMP757,EXP757,REN757,SAT757
RM542,36,36-45,No,Non-Travel,427,Research & Development,8,3,Life Sciences,1,742,1,Female,63,4,3,Research Director,1,Married,11713,10k-15k,20335,9,Y,No,14,3,1,80,1,10,2,3,8,7,0,5,EMP758,EXP758,REN758,SAT758
RM570,36,36-45,No,Non-Travel,1434,Sales,8,4,Life Sciences,1,789,1,Male,76,2,3,Sales Executive,1,Single,7587,5k-10k,14229,1,Y,No,15,3,2,80,0,10,1,3,10,7,0,9,EMP759,EXP759,REN759,SAT759
RM594,36,36-45,No,Travel_Rarely,676,Research & Development,1,3,Other,1,823,3,Female,35,3,2,Manufacturing Director,2,Married,5228,5k-10k,23361,0,Y,No,15,3,1,80,1,10,2,3,9,7,0,5,EMP760,EXP760,REN760,SAT760
RM600,36,36-45,No,Travel_Rarely,1041,Human Resources,13,3,Human Resources,1,829,3,Male,36,3,1,Human Resources,2,Married,2143,Upto 5k,25527,4,Y,No,13,3,2,80,1,8,2,3,5,2,0,4,EMP761,EXP761,REN761,SAT761
RM622,36,36-45,No,Travel_Rarely,928,Sales,1,2,Life Sciences,1,857,2,Male,56,3,2,Sales Executive,4,Married,6201,5k-10k,2823,1,Y,Yes,14,3,4,80,1,18,1,2,18,14,4,9,EMP762,EXP762,REN762,SAT762
RM634,36,36-45,No,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,1,878,1,Male,77,2,1,Human Resources,1,Married,2342,Upto 5k,8635,0,Y,No,21,4,3,80,0,6,3,3,5,4,0,3,EMP763,EXP763,REN763,SAT763
RM665,36,36-45,No,Travel_Rarely,1425,Research & Development,14,1,Life Sciences,1,924,3,Male,68,3,2,Healthcare Representative,4,Married,6586,5k-10k,4821,0,Y,Yes,17,3,1,80,1,17,2,2,16,8,4,9,EMP764,EXP764,REN764,SAT764
RM681,36,36-45,No,Travel_Rarely,188,Research & Development,7,4,Other,1,949,2,Male,65,3,1,Research Scientist,4,Single,4678,Upto 5k,23293,2,Y,No,18,3,3,80,0,8,6,3,6,2,0,1,EMP765,EXP765,REN765,SAT765
RM688,36,36-45,No,Travel_Rarely,938,Research & Development,2,4,Medical,1,958,3,Male,79,3,1,Laboratory Technician,3,Single,2519,Upto 5k,12287,4,Y,No,21,4,3,80,0,16,6,3,11,8,3,9,EMP766,EXP766,REN766,SAT766
RM694,36,36-45,Yes,Travel_Rarely,530,Sales,3,1,Life Sciences,1,967,3,Male,51,2,3,Sales Executive,4,Married,10325,10k-15k,5518,1,Y,Yes,11,3,1,80,1,16,6,3,16,7,3,7,EMP767,EXP767,REN767,SAT767
RM709,36,36-45,No,Non-Travel,1229,Sales,8,4,Technical Degree,1,990,1,Male,84,3,2,Sales Executive,4,Divorced,5079,5k-10k,25952,4,Y,No,13,3,4,80,2,12,3,3,7,7,0,7,EMP768,EXP768,REN768,SAT768
RM753,36,36-45,Yes,Travel_Rarely,885,Research & Development,16,4,Life Sciences,1,1042,3,Female,43,4,1,Laboratory Technician,1,Single,2743,Upto 5k,8269,1,Y,No,16,3,3,80,0,18,1,3,17,13,15,8,EMP769,EXP769,REN769,SAT769
RM762,36,36-45,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1,1052,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,Upto 5k,7858,7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0,EMP770,EXP770,REN770,SAT770
RM774,36,36-45,No,Travel_Rarely,796,Research & Development,12,5,Medical,1,1073,4,Female,51,2,3,Manufacturing Director,4,Single,8858,5k-10k,15669,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8,EMP771,EXP771,REN771,SAT771
RM818,36,36-45,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,1133,1,Male,78,3,2,Manufacturing Director,4,Single,7779,5k-10k,23238,2,Y,No,20,4,1,80,0,18,0,3,11,9,0,9,EMP772,EXP772,REN772,SAT772
RM874,36,36-45,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1,1221,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,Upto 5k,6865,1,Y,No,14,3,3,80,1,7,4,3,7,7,1,7,EMP773,EXP773,REN773,SAT773
RM883,36,36-45,No,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1,1237,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,10k-15k,4235,2,Y,Yes,21,4,3,80,1,17,2,3,7,7,7,7,EMP774,EXP774,REN774,SAT774
RM901,36,36-45,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,1257,3,Male,46,3,1,Research Scientist,2,Married,3692,Upto 5k,9256,1,Y,No,12,3,3,80,0,12,2,2,11,10,0,7,EMP775,EXP775,REN775,SAT775
RM928,36,36-45,No,Travel_Rarely,429,Research & Development,2,4,Life Sciences,1,1294,3,Female,53,3,2,Manufacturing Director,2,Single,5410,5k-10k,2323,9,Y,Yes,11,3,4,80,0,18,2,3,16,14,5,12,EMP776,EXP776,REN776,SAT776
RM943,36,36-45,No,Travel_Rarely,325,Research & Development,10,4,Technical Degree,1,1312,4,Female,63,3,3,Healthcare Representative,3,Married,7094,5k-10k,5747,3,Y,No,12,3,1,80,0,10,0,3,7,7,1,7,EMP777,EXP777,REN777,SAT777
RM969,36,36-45,No,Travel_Frequently,607,Sales,7,3,Marketing,1,1362,1,Female,83,4,2,Sales Executive,1,Married,4639,Upto 5k,2261,2,Y,No,16,3,4,80,1,17,2,2,15,7,6,13,EMP778,EXP778,REN778,SAT778
RM1012,36,36-45,No,Travel_Rarely,1174,Sales,3,4,Marketing,1,1425,1,Female,99,3,2,Sales Executive,2,Single,9278,5k-10k,20763,3,Y,Yes,16,3,4,80,0,15,3,3,5,4,0,1,EMP779,EXP779,REN779,SAT779
RM1019,36,36-45,No,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,1435,1,Male,37,2,2,Laboratory Technician,4,Single,5810,5k-10k,22604,1,Y,No,16,3,3,80,0,10,2,2,10,4,1,8,EMP780,EXP780,REN780,SAT780
RM1020,36,36-45,No,Travel_Rarely,329,Sales,16,4,Marketing,1,1436,3,Female,98,2,2,Sales Executive,1,Married,5647,5k-10k,13494,4,Y,No,13,3,1,80,2,11,3,2,3,2,0,2,EMP781,EXP781,REN781,SAT781
RM1103,36,36-45,No,Travel_Rarely,1157,Sales,2,4,Life Sciences,1,1556,3,Male,70,3,1,Sales Representative,4,Single,2644,Upto 5k,17001,3,Y,Yes,21,4,4,80,0,7,3,2,3,2,1,2,EMP782,EXP782,REN782,SAT782
RM1122,36,36-45,No,Travel_Rarely,884,Sales,1,4,Life Sciences,1,1585,2,Female,73,3,2,Sales Executive,3,Single,6815,5k-10k,21447,6,Y,No,13,3,1,80,0,15,5,3,1,0,0,0,EMP783,EXP783,REN783,SAT783
RM1129,36,36-45,No,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1,1594,1,Male,80,4,2,Laboratory Technician,1,Married,5562,5k-10k,19711,3,Y,Yes,13,3,4,80,1,9,3,3,3,2,0,2,EMP784,EXP784,REN784,SAT784
RM1146,36,36-45,No,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1,1614,3,Female,76,3,2,Manufacturing Director,3,Married,4663,Upto 5k,12421,9,Y,Yes,12,3,2,80,2,7,2,3,3,2,1,1,EMP785,EXP785,REN785,SAT785
RM1174,36,36-45,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1,1651,2,Female,42,3,3,Healthcare Representative,1,Married,8008,5k-10k,22792,4,Y,No,12,3,3,80,2,9,6,3,3,2,0,2,EMP786,EXP786,REN786,SAT786
RM1181,36,36-45,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,1659,1,Male,77,3,1,Laboratory Technician,2,Single,2013,Upto 5k,10950,2,Y,No,11,3,3,80,0,15,4,3,4,3,1,3,EMP787,EXP787,REN787,SAT787
RM1183,36,36-45,No,Non-Travel,894,Research & Development,1,4,Medical,1,1662,4,Female,33,2,2,Manufacturing Director,3,Married,4374,Upto 5k,15411,0,Y,No,15,3,3,80,0,4,6,3,3,2,1,2,EMP788,EXP788,REN788,SAT788
RM1184,36,36-45,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1,1664,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842,5k-10k,26308,6,Y,No,20,4,1,80,1,13,3,3,5,4,0,4,EMP789,EXP789,REN789,SAT789
RM1200,36,36-45,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,1682,1,Male,80,3,2,Healthcare Representative,3,Married,5347,5k-10k,7419,6,Y,No,14,3,2,80,2,10,2,2,3,2,0,2,EMP790,EXP790,REN790,SAT790
RM1221,36,36-45,No,Travel_Rarely,530,Sales,2,4,Life Sciences,1,1710,3,Female,51,3,2,Sales Representative,4,Single,4502,Upto 5k,7439,3,Y,No,15,3,3,80,0,17,2,2,13,7,6,7,EMP791,EXP791,REN791,SAT791
RM1237,36,36-45,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,1,1733,2,Male,96,2,2,Sales Executive,1,Divorced,6134,5k-10k,8658,5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2,EMP792,EXP792,REN792,SAT792
RM1279,36,36-45,No,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,1,1790,4,Male,90,3,3,Healthcare Representative,1,Married,8321,5k-10k,25949,7,Y,Yes,13,3,4,80,1,15,1,3,12,8,5,7,EMP793,EXP793,REN793,SAT793
RM1316,36,36-45,No,Travel_Rarely,430,Research & Development,2,4,Other,1,1847,4,Female,73,3,2,Research Scientist,2,Married,6962,5k-10k,19573,4,Y,Yes,22,4,4,80,1,15,2,3,1,0,0,0,EMP794,EXP794,REN794,SAT794
RM1341,36,36-45,No,Travel_Rarely,1266,Sales,10,4,Technical Degree,1,1880,2,Female,63,2,2,Sales Executive,3,Married,5673,5k-10k,6060,1,Y,Yes,13,3,1,80,1,10,4,3,10,9,1,7,EMP795,EXP795,REN795,SAT795
RM1348,36,36-45,No,Travel_Frequently,1213,Human Resources,2,1,Human Resources,1,1890,2,Male,94,2,2,Human Resources,4,Single,3886,Upto 5k,4223,1,Y,No,21,4,4,80,0,10,2,2,10,1,0,8,EMP796,EXP796,REN796,SAT796
RM1356,36,36-45,No,Travel_Rarely,335,Sales,17,2,Marketing,1,1908,3,Male,33,2,2,Sales Executive,2,Married,5507,5k-10k,16822,2,Y,No,16,3,3,80,2,12,1,1,4,2,1,3,EMP797,EXP797,REN797,SAT797
RM1384,36,36-45,No,Non-Travel,1351,Research & Development,9,4,Life Sciences,1,1949,1,Male,66,4,1,Laboratory Technician,2,Married,2810,Upto 5k,9238,1,Y,No,22,4,2,80,0,5,3,3,5,4,0,2,EMP798,EXP798,REN798,SAT798
RM1440,36,36-45,No,Travel_Rarely,557,Sales,3,3,Medical,1,2024,1,Female,94,2,3,Sales Executive,4,Married,7644,5k-10k,12695,0,Y,No,19,3,3,80,2,10,2,3,9,7,3,4,EMP799,EXP799,REN799,SAT799
RM1441,36,36-45,No,Travel_Frequently,688,Research & Development,4,2,Life Sciences,1,2025,4,Female,97,3,2,Manufacturing Director,2,Divorced,5131,5k-10k,9192,7,Y,No,13,3,2,80,3,18,3,3,4,2,0,2,EMP800,EXP800,REN800,SAT800
RM1448,36,36-45,No,Non-Travel,301,Sales,15,4,Marketing,1,2036,4,Male,88,1,2,Sales Executive,4,Divorced,5406,5k-10k,10436,1,Y,No,24,4,1,80,1,15,4,2,15,12,11,11,EMP801,EXP801,REN801,SAT801
RM1454,36,36-45,No,Travel_Rarely,1120,Sales,11,4,Marketing,1,2045,2,Female,100,2,2,Sales Executive,4,Married,6652,5k-10k,14369,4,Y,No,13,3,1,80,1,8,2,2,6,3,0,0,EMP802,EXP802,REN802,SAT802
RM1466,36,36-45,No,Travel_Frequently,884,Research & Development,23,2,Medical,1,2061,3,Male,41,4,2,Laboratory Technician,4,Married,2571,Upto 5k,12290,4,Y,No,17,3,3,80,1,17,3,3,5,2,0,3,EMP803,EXP803,REN803,SAT803
RM1466,36,36-45,No,Travel_Frequently,884,Research & Development,23,2,Medical,1,2061,3,Male,41,4,2,Laboratory Technician,4,Married,2571,Upto 5k,12290,4,Y,No,17,3,3,80,1,17,3,3,5,2,0,2,EMP804,EXP804,REN804,SAT804
RM003,37,36-45,Yes,Travel_Rarely,1373,Research & Development,2,2,Other,1,4,4,Male,92,2,1,Laboratory Technician,3,Single,2090,Upto 5k,2396,6,Y,Yes,15,3,2,80,0,7,3,3,0,0,0,0,EMP805,EXP805,REN805,SAT805
RM048,37,36-45,No,Travel_Rarely,408,Research & Development,19,2,Life Sciences,1,61,2,Male,73,3,1,Research Scientist,2,Married,3022,Upto 5k,10227,4,Y,No,21,4,1,80,0,8,1,3,1,0,0,0,EMP806,EXP806,REN806,SAT806
RM060,37,36-45,No,Travel_Rarely,1115,Research & Development,1,4,Life Sciences,1,77,1,Male,51,2,2,Manufacturing Director,3,Divorced,5993,5k-10k,2689,1,Y,No,18,3,3,80,1,7,2,4,7,5,0,7,EMP807,EXP807,REN807,SAT807
RM079,37,36-45,No,Travel_Rarely,397,Research & Development,7,4,Medical,1,102,1,Male,30,3,3,Research Director,3,Single,13664,10k-15k,25258,4,Y,No,13,3,1,80,0,16,3,4,5,2,0,2,EMP808,EXP808,REN808,SAT808
RM101,37,36-45,Yes,Travel_Rarely,807,Human Resources,6,4,Human Resources,1,133,3,Male,63,3,1,Human Resources,1,Divorced,2073,Upto 5k,23648,4,Y,Yes,22,4,4,80,0,7,3,3,3,2,0,2,EMP809,EXP809,REN809,SAT809
RM105,37,36-45,No,Non-Travel,1040,Research & Development,2,2,Life Sciences,1,139,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163,5k-10k,15850,5,Y,No,14,3,4,80,1,17,2,4,1,0,0,0,EMP810,EXP810,REN810,SAT810
RM116,37,36-45,No,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,152,3,Male,87,3,3,Sales Executive,4,Single,7428,5k-10k,14506,2,Y,No,12,3,1,80,0,12,3,3,5,3,1,3,EMP811,EXP811,REN811,SAT811
RM196,37,36-45,No,Travel_Rarely,290,Research & Development,21,3,Life Sciences,1,267,2,Male,65,4,1,Research Scientist,1,Married,3564,Upto 5k,22977,1,Y,Yes,12,3,1,80,1,8,3,2,8,7,1,7,EMP812,EXP812,REN812,SAT812
RM223,37,36-45,No,Travel_Frequently,663,Research & Development,11,3,Other,1,306,2,Male,47,3,3,Research Director,4,Divorced,12185,10k-15k,10056,1,Y,Yes,14,3,3,80,3,10,1,3,10,8,0,7,EMP813,EXP813,REN813,SAT813
RM227,37,36-45,No,Travel_Frequently,319,Sales,4,4,Marketing,1,311,1,Male,41,3,1,Sales Representative,4,Divorced,2793,Upto 5k,2539,4,Y,No,17,3,3,80,1,13,2,3,9,8,5,8,EMP814,EXP814,REN814,SAT814
RM249,37,36-45,No,Travel_Rarely,1017,Research & Development,1,2,Medical,1,340,3,Female,83,2,1,Research Scientist,1,Married,3920,Upto 5k,18697,2,Y,No,14,3,1,80,1,17,2,2,3,1,0,3,EMP815,EXP815,REN815,SAT815
RM251,37,36-45,Yes,Travel_Frequently,504,Research & Development,10,3,Medical,1,342,1,Male,61,3,3,Manufacturing Director,3,Divorced,10048,10k-15k,22573,6,Y,No,11,3,2,80,2,17,5,3,1,0,0,4,EMP816,EXP816,REN816,SAT816
RM274,37,36-45,No,Travel_Rarely,228,Sales,6,4,Medical,1,378,3,Male,98,3,2,Sales Executive,4,Married,6502,5k-10k,22825,4,Y,No,14,3,2,80,1,7,5,4,5,4,0,1,EMP817,EXP817,REN817,SAT817
RM276,37,36-45,No,Non-Travel,728,Research & Development,1,4,Medical,1,380,1,Female,80,3,3,Research Director,4,Divorced,13603,10k-15k,11677,2,Y,Yes,18,3,1,80,2,15,2,3,5,2,0,2,EMP818,EXP818,REN818,SAT818
RM286,37,36-45,No,Travel_Rarely,1372,Research & Development,1,3,Life Sciences,1,391,4,Female,42,3,1,Research Scientist,4,Single,2115,Upto 5k,15881,1,Y,No,12,3,2,80,0,17,3,3,17,12,5,7,EMP819,EXP819,REN819,SAT819
RM295,37,36-45,No,Travel_Frequently,889,Research & Development,9,3,Medical,1,403,2,Male,53,3,1,Research Scientist,4,Married,2326,Upto 5k,11411,1,Y,Yes,12,3,3,80,3,4,3,2,4,2,1,2,EMP820,EXP820,REN820,SAT820
RM341,37,36-45,No,Travel_Rarely,1192,Research & Development,5,2,Medical,1,460,4,Male,61,3,2,Manufacturing Director,4,Divorced,6347,5k-10k,23177,7,Y,No,16,3,3,80,2,8,2,2,6,2,0,4,EMP821,EXP821,REN821,SAT821
RM354,37,36-45,No,Travel_Rarely,1319,Research & Development,6,3,Medical,1,474,3,Male,51,4,2,Research Scientist,1,Divorced,5974,5k-10k,17001,4,Y,Yes,13,3,1,80,2,13,2,3,7,7,6,7,EMP822,EXP822,REN822,SAT822
RM365,37,36-45,No,Travel_Rarely,921,Research & Development,10,3,Medical,1,486,3,Female,98,3,1,Laboratory Technician,1,Married,3452,Upto 5k,17663,6,Y,No,20,4,2,80,1,17,3,3,5,4,0,3,EMP823,EXP823,REN823,SAT823
RM387,37,36-45,No,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,1,515,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034,Upto 5k,26914,1,Y,No,12,3,3,80,1,18,2,2,18,7,12,17,EMP824,EXP824,REN824,SAT824
RM390,37,36-45,No,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,518,3,Male,49,3,2,Manufacturing Director,2,Single,4197,Upto 5k,21123,2,Y,Yes,12,3,4,80,0,18,2,2,1,0,0,1,EMP825,EXP825,REN825,SAT825
RM399,37,36-45,No,Non-Travel,1063,Research & Development,25,5,Medical,1,529,2,Female,72,3,2,Research Scientist,3,Married,4449,Upto 5k,23866,3,Y,Yes,15,3,1,80,2,15,2,3,13,11,10,7,EMP826,EXP826,REN826,SAT826
RM465,37,36-45,No,Travel_Rarely,799,Research & Development,1,3,Technical Degree,1,623,2,Female,59,3,3,Manufacturing Director,4,Single,7491,5k-10k,23848,4,Y,No,17,3,4,80,0,12,3,4,6,5,1,2,EMP827,EXP827,REN827,SAT827
RM468,37,36-45,No,Non-Travel,142,Sales,9,4,Medical,1,626,1,Male,69,3,3,Sales Executive,2,Divorced,8834,5k-10k,24666,1,Y,No,13,3,4,80,1,9,6,3,9,5,7,7,EMP828,EXP828,REN828,SAT828
RM473,37,36-45,No,Travel_Rarely,446,Research & Development,1,4,Life Sciences,1,635,2,Female,65,3,2,Manufacturing Director,2,Married,6447,5k-10k,15701,6,Y,No,12,3,2,80,1,8,2,2,6,5,4,3,EMP829,EXP829,REN829,SAT829
RM487,37,36-45,No,Travel_Rarely,558,Sales,2,3,Marketing,1,656,4,Male,75,3,2,Sales Executive,3,Married,9602,5k-10k,3010,4,Y,Yes,11,3,3,80,1,17,3,2,3,0,1,0,EMP830,EXP830,REN830,SAT830
RM507,37,36-45,No,Travel_Rarely,482,Research & Development,3,3,Other,1,689,3,Male,36,3,3,Manufacturing Director,3,Married,9434,5k-10k,9606,1,Y,No,15,3,3,80,1,10,2,3,10,7,7,8,EMP831,EXP831,REN831,SAT831
RM523,37,36-45,No,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,715,4,Male,80,4,1,Research Scientist,4,Single,4680,Upto 5k,15232,3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0,EMP832,EXP832,REN832,SAT832
RM578,37,36-45,No,Travel_Rarely,571,Research & Development,10,1,Life Sciences,1,802,4,Female,82,3,1,Research Scientist,1,Divorced,2782,Upto 5k,19905,0,Y,Yes,13,3,2,80,2,6,3,2,5,3,4,3,EMP833,EXP833,REN833,SAT833
RM629,37,36-45,No,Travel_Rarely,342,Sales,16,4,Marketing,1,868,4,Male,66,2,2,Sales Executive,3,Divorced,6334,5k-10k,24558,4,Y,No,19,3,4,80,2,9,2,3,1,0,0,0,EMP834,EXP834,REN834,SAT834
RM649,37,36-45,No,Travel_Frequently,1231,Sales,21,2,Medical,1,900,3,Female,54,3,1,Sales Representative,4,Married,2973,Upto 5k,21222,5,Y,No,15,3,2,80,1,10,3,3,5,4,0,0,EMP835,EXP835,REN835,SAT835
RM653,37,36-45,No,Non-Travel,1252,Sales,19,2,Medical,1,904,1,Male,32,3,3,Sales Executive,2,Single,7642,5k-10k,4814,1,Y,Yes,13,3,4,80,0,10,2,3,10,0,0,9,EMP836,EXP836,REN836,SAT836
RM696,37,36-45,Yes,Travel_Rarely,625,Sales,1,4,Life Sciences,1,970,1,Male,46,2,3,Sales Executive,3,Married,10609,10k-15k,14922,5,Y,No,11,3,3,80,0,17,2,1,14,1,11,7,EMP837,EXP837,REN837,SAT837
RM745,37,36-45,Yes,Travel_Rarely,1141,Research & Development,11,2,Medical,1,1033,1,Female,61,1,2,Healthcare Representative,2,Married,4777,Upto 5k,14382,5,Y,No,15,3,1,80,0,15,2,1,1,0,0,0,EMP838,EXP838,REN838,SAT838
RM768,37,36-45,No,Travel_Rarely,124,Research & Development,3,3,Other,1,1062,4,Female,35,3,2,Healthcare Representative,2,Single,4107,Upto 5k,13848,3,Y,No,15,3,1,80,0,8,3,2,4,3,0,1,EMP839,EXP839,REN839,SAT839
RM796,37,36-45,No,Travel_Rarely,309,Sales,10,4,Life Sciences,1,1105,4,Female,88,2,2,Sales Executive,4,Divorced,6694,5k-10k,24223,2,Y,Yes,14,3,3,80,3,8,5,3,1,0,0,0,EMP840,EXP840,REN840,SAT840
RM833,37,36-45,No,Travel_Rarely,367,Research & Development,25,2,Medical,1,1161,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,5k-10k,17171,7,Y,No,13,3,3,80,2,9,2,3,6,2,1,3,EMP841,EXP841,REN841,SAT841
RM856,37,36-45,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1,1196,4,Female,56,2,2,Manufacturing Director,4,Married,6474,5k-10k,9961,1,Y,No,13,3,2,80,1,14,2,2,14,8,3,11,EMP842,EXP842,REN842,SAT842
RM990,37,36-45,No,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,1,1394,3,Male,54,3,1,Research Scientist,3,Married,2996,Upto 5k,5182,7,Y,Yes,15,3,4,80,0,8,2,3,6,4,1,3,EMP843,EXP843,REN843,SAT843
RM1002,37,36-45,No,Travel_Rarely,1462,Research & Development,11,3,Medical,1,1411,1,Female,94,3,1,Laboratory Technician,3,Single,3629,Upto 5k,19106,4,Y,No,18,3,1,80,0,8,6,3,3,2,0,2,EMP844,EXP844,REN844,SAT844
RM1023,37,36-45,No,Non-Travel,1413,Research & Development,5,2,Technical Degree,1,1440,3,Male,84,4,1,Laboratory Technician,3,Single,3500,Upto 5k,25470,0,Y,No,14,3,1,80,0,7,2,1,6,5,1,3,EMP845,EXP845,REN845,SAT845
RM1090,37,36-45,No,Travel_Rarely,674,Research & Development,13,3,Medical,1,1543,1,Male,47,3,2,Research Scientist,4,Married,4285,Upto 5k,3031,1,Y,No,17,3,1,80,0,10,2,3,10,8,3,7,EMP846,EXP846,REN846,SAT846
RM1159,37,36-45,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1,1631,3,Male,85,3,2,Manufacturing Director,3,Married,5768,5k-10k,26493,3,Y,No,17,3,1,80,3,9,2,2,4,3,0,2,EMP847,EXP847,REN847,SAT847
RM1164,37,36-45,No,Travel_Rarely,1470,Research & Development,10,3,Medical,1,1640,2,Female,71,3,1,Research Scientist,2,Married,3936,Upto 5k,9953,1,Y,No,11,3,1,80,1,8,2,1,8,4,7,7,EMP848,EXP848,REN848,SAT848
RM1212,37,36-45,No,Travel_Frequently,1278,Sales,1,4,Medical,1,1700,3,Male,31,1,2,Sales Executive,4,Divorced,9525,5k-10k,7677,1,Y,No,14,3,3,80,2,6,2,2,6,3,1,3,EMP849,EXP849,REN849,SAT849
RM1277,37,36-45,No,Travel_Rarely,589,Sales,9,2,Marketing,1,1787,2,Male,46,2,2,Sales Executive,2,Married,4189,Upto 5k,8800,1,Y,No,14,3,1,80,2,5,2,3,5,2,0,3,EMP850,EXP850,REN850,SAT850
RM1281,37,36-45,No,Travel_Rarely,1239,Human Resources,8,2,Other,1,1794,3,Male,89,3,2,Human Resources,2,Divorced,4071,Upto 5k,12832,2,Y,No,13,3,3,80,0,19,4,2,10,0,4,7,EMP851,EXP851,REN851,SAT851
